Date,Transaction Description,Category,Amount (Rupiah),Type
2020-08-23,Package debit order internet deal.,Rent,15269100,Expense
2020-08-23,Gym mall equipment.,Rent,14874600,Expense
2020-08-23,Hardware hospital automatic total project net.,Entertainment,8500300,Expense
2020-08-23,Maintenance software grocery.,Travel,13940400,Expense
2020-08-24,Digital market interest.,Salary,11113700,Income
2020-08-24,Fuel plan processed gym salary.,Salary,1905100,Income
2020-08-24,Grocery subscription investment.,Rent,12745800,Expense
2020-08-24,Contract client discount hardware.,Health & Fitness,11543600,Expense
2020-08-24,Total savings daily delivery household.,Shopping,6548400,Expense
2020-08-24,Household health clinic service package.,Rent,5547000,Expense
2020-08-25,Transfer online account material clinic pharmacy.,Food & Drink,1898400,Expense
2020-08-25,Order pending monthly app.,Shopping,4720200,Expense
2020-08-25,Standard loan.,Other,15142100,Income
2020-08-25,Transfer restaurant hardware water internet.,Shopping,16271200,Expense
2020-08-26,Deposit online salary digital water.,Travel,7246300,Expense
2020-08-26,Monthly adjustment material weekly loan.,Health & Fitness,9348900,Expense
2020-08-26,Direct internet express support tax bill bill.,Salary,5082100,Income
2020-08-26,Freelance reward pharmacy advance health weekly hotel.,Entertainment,14031300,Expense
2020-08-26,Yeah far within.,Rent,15646500,Expense
2020-08-26,Electricity loan travel household automatic charge salary.,Travel,15247100,Expense
2020-08-26,Service advance personal food.,Investment,7953600,Income
2020-08-27,Transfer adjustment utility travel.,Travel,12018300,Expense
2020-08-27,Regular household utility parking parking delivery savings.,Entertainment,10081900,Expense
2020-08-27,Savings budget personal project support total.,Health & Fitness,18400200,Expense
2020-08-27,Daily store bus electricity.,Entertainment,9173800,Expense
2020-08-27,Gym internet interest tools network subscription gross.,Travel,6987700,Expense
2020-08-27,Hospital credit clinic.,Utilities,4116800,Expense
2020-08-27,Account ten sing.,Food & Drink,18997300,Expense
2020-08-27,Total parking bus contract travel.,Health & Fitness,13133400,Expense
2020-08-27,Seat strategy total simply discover.,Investment,17480000,Income
2020-08-27,Loan bill.,Entertainment,6858900,Expense
2020-08-27,Taxi renewal.,Entertainment,4131800,Expense
2020-08-28,Fuel priority standard invoice fuel transfer.,Rent,6535500,Expense
2020-08-28,Balance delivery mall electricity management account.,Rent,12567600,Expense
2020-08-28,Water adjustment.,Shopping,8434400,Expense
2020-08-28,Business hotel direct regular investment.,Travel,6371200,Expense
2020-08-28,Digital tools support.,Shopping,16630800,Expense
2020-08-28,App vendor total shop hotel subscription.,Other,27972000,Income
2020-08-28,Hotel advance tools.,Salary,9256400,Income
2020-08-28,Interest monthly interest network software.,Shopping,11339300,Expense
2020-08-29,Bonus deal phone travel service app.,Salary,13222200,Income
2020-08-29,Pm per question.,Salary,13422200,Income
2020-08-29,Shop train reward automatic hotel economy.,Entertainment,9741100,Expense
2020-08-30,Water phone pharmacy freelance pharmacy.,Travel,7909200,Expense
2020-08-30,Balance plan.,Food & Drink,16436400,Expense
2020-08-30,Internet pharmacy loan flight health.,Health & Fitness,6146000,Expense
2020-08-30,Daily hotel contract mall maintenance pending.,Travel,14066500,Expense
2020-08-30,Subscription freelance daily flight charge.,Travel,8481200,Expense
2020-08-30,Material support investment online regular financial.,Food & Drink,7303800,Expense
2020-08-30,Best physical always small almost.,Entertainment,9354200,Expense
2020-08-30,Deal order.,Rent,12027400,Expense
2020-08-31,Bed far section.,Health & Fitness,3439000,Expense
2020-08-31,Credit payment.,Travel,11356900,Expense
2020-08-31,Order deposit flight parking.,Health & Fitness,12912200,Expense
2020-08-31,Transfer account payment order.,Rent,7344000,Expense
2020-08-31,Parking transfer loan.,Salary,9946500,Income
2020-08-31,Shop discount purchase debit monthly.,Salary,9595600,Income
2020-09-01,Car much will.,Rent,15578100,Expense
2020-09-01,Equipment restaurant discount net.,Food & Drink,4999700,Expense
2020-09-01,Standard transfer.,Salary,15170400,Income
2020-09-01,Insurance project entertainment invoice.,Salary,18092400,Income
2020-09-01,Advance budget pharmacy bill equipment.,Utilities,17092700,Expense
2020-09-01,Network vendor household clinic.,Entertainment,365500,Expense
2020-09-02,Household client freelance material.,Utilities,5685600,Expense
2020-09-02,Fuel express hardware automatic annual.,Shopping,12357000,Expense
2020-09-02,Purchase taxi invoice.,Salary,8436800,Income
2020-09-03,Mall material maintenance.,Salary,12515200,Income
2020-09-03,Financial pharmacy shop personal.,Investment,45720000,Income
2020-09-03,Support electricity standard order personal.,Health & Fitness,5148900,Expense
2020-09-03,Balance shop.,Health & Fitness,9421100,Expense
2020-09-03,Mall deposit purchase material health delivery.,Entertainment,15388000,Expense
2020-09-03,Invoice standard bill weekly management interest hotel.,Shopping,15902000,Expense
2020-09-03,Insurance interest service system hospital delivery restaurant.,Travel,14538000,Expense
2020-09-03,Personal monthly bonus savings freelance.,Rent,9018000,Expense
2020-09-04,App budget health savings platform plan system.,Utilities,5621900,Expense
2020-09-04,Interest hotel transfer grocery standard.,Shopping,8496500,Expense
2020-09-04,Electricity net priority hardware economy payment.,Utilities,10144200,Expense
2020-09-04,Balance online net express health.,Travel,4149100,Expense
2020-09-04,Mall personal business.,Rent,5622300,Expense
2020-09-05,Utility total online project.,Rent,13719100,Expense
2020-09-05,Clinic platform shop software food.,Investment,21229200,Income
2020-09-05,Tree store either station.,Other,13850000,Income
2020-09-05,Second full boy.,Travel,11558400,Expense
2020-09-05,Transfer clinic delivery.,Salary,2232200,Income
2020-09-06,Deal health plan credit renewal.,Salary,12283800,Income
2020-09-06,Insurance taxi contract.,Entertainment,18206100,Expense
2020-09-06,Management app adjustment personal.,Health & Fitness,7871500,Expense
2020-09-06,Senior difficult put.,Shopping,7993400,Expense
2020-09-06,Vendor electricity fee equipment adjustment electricity automatic.,Food & Drink,19424600,Expense
2020-09-06,Express regular project interest special.,Travel,12442900,Expense
2020-09-07,Water standard discount subscription.,Shopping,8426500,Expense
2020-09-07,Tools project salary app.,Travel,8967700,Expense
2020-09-07,Support hotel food digital bonus.,Utilities,15403900,Expense
2020-09-07,Electricity freelance interest direct.,Shopping,13729700,Expense
2020-09-07,Plan pharmacy support material daily.,Salary,12138200,Income
2020-09-07,Hand so add mr lawyer.,Rent,11882700,Expense
2020-09-07,Digital food financial grocery.,Rent,8871700,Expense
2020-09-07,Restaurant management material utility software.,Health & Fitness,13233000,Expense
2020-09-07,Taxi credit charge discount.,Utilities,17751800,Expense
2020-09-07,Food hospital.,Other,19997200,Income
2020-09-08,Mortgage business market hospital delivery pharmacy.,Salary,7981900,Income
2020-09-08,Savings health parking.,Rent,5586300,Expense
2020-09-08,Herself police he push likely.,Entertainment,2127800,Expense
2020-09-09,Hardware economy hospital platform.,Shopping,6604900,Expense
2020-09-09,Equipment bill health bill booking.,Shopping,3677600,Expense
2020-09-09,Net fee.,Health & Fitness,11857600,Expense
2020-09-09,Material gross flight savings service tax.,Shopping,17147500,Expense
2020-09-09,Bill utility freelance delivery gym salary.,Salary,15219500,Income
2020-09-09,Reward regular clinic.,Other,28803400,Income
2020-09-10,Water pharmacy processed hotel shop network.,Travel,17361600,Expense
2020-09-10,Regular maintenance online network service flight.,Shopping,12719200,Expense
2020-09-11,Plan tools special equipment total platform.,Investment,27413200,Income
2020-09-11,Delivery pharmacy.,Food & Drink,11948000,Expense
2020-09-11,Fuel package.,Shopping,17263600,Expense
2020-09-11,Plan clinic deal train pharmacy.,Travel,8676000,Expense
2020-09-11,Deposit train balance premium.,Salary,16107900,Income
2020-09-11,Doctor mr.,Health & Fitness,1472200,Expense
2020-09-11,Bring animal also you.,Food & Drink,7009400,Expense
2020-09-11,Trip determine as statement.,Rent,15944900,Expense
2020-09-11,Special account renewal salary standard.,Health & Fitness,10529600,Expense
2020-09-12,Pharmacy invoice internet internet network.,Salary,11341400,Income
2020-09-12,System discount fuel mall mall.,Utilities,13407800,Expense
2020-09-12,Equipment grocery deposit mall shop client.,Shopping,1548500,Expense
2020-09-12,Management booking.,Shopping,12443000,Expense
2020-09-12,Fee subscription standard water.,Rent,12606800,Expense
2020-09-13,Digital shop premium annual material contract travel.,Shopping,14546000,Expense
2020-09-13,Budget tax package bus salary.,Other,30807400,Income
2020-09-13,Hardware online express project.,Health & Fitness,13505300,Expense
2020-09-14,Total business business bonus discount contract.,Investment,35132600,Income
2020-09-14,Pharmacy account delivery advance business fuel.,Travel,11465200,Expense
2020-09-14,Premium mall food monthly grocery.,Rent,6867200,Expense
2020-09-14,Mall service system payment regular.,Entertainment,3343500,Expense
2020-09-14,Maintenance financial monthly equipment support transfer network.,Utilities,8746400,Expense
2020-09-14,Economy service bus advance package.,Salary,18013400,Income
2020-09-15,Budget train.,Utilities,17170200,Expense
2020-09-15,Parking service deposit annual flight digital.,Shopping,16804500,Expense
2020-09-15,Shop client hardware hospital.,Travel,12105900,Expense
2020-09-15,Project personal order household tax electricity.,Other,29381800,Income
2020-09-16,Hotel standard adjustment.,Rent,8341100,Expense
2020-09-16,He we recent music.,Food & Drink,17006600,Expense
2020-09-16,Equipment shop invoice health vendor.,Salary,8031200,Income
2020-09-16,Regular economy.,Salary,14332200,Income
2020-09-16,Package material salary adjustment discount.,Other,31699200,Income
2020-09-16,Purchase savings parking hardware.,Investment,21082400,Income
2020-09-16,Clinic bus maintenance net.,Utilities,5982900,Expense
2020-09-16,Digital fee transfer payment.,Rent,10113600,Expense
2020-09-17,Discount network pending internet.,Shopping,6302400,Expense
2020-09-17,Invoice material.,Rent,9163100,Expense
2020-09-17,Material priority gym equipment.,Salary,9268800,Income
2020-09-17,Grocery bill utility package management online.,Rent,7571400,Expense
2020-09-17,Subscription premium savings.,Rent,274700,Expense
2020-09-17,Allow have kitchen.,Salary,14175400,Income
2020-09-17,Software net shop.,Entertainment,12851000,Expense
2020-09-17,Those pressure street.,Rent,8727100,Expense
2020-09-18,Maintenance advance processed reward food.,Health & Fitness,9417700,Expense
2020-09-18,Standard savings train investment support adjustment deposit.,Salary,8875500,Income
2020-09-18,Material clinic automatic water travel water processed.,Food & Drink,17454500,Expense
2020-09-18,Vendor adjustment insurance financial credit invoice.,Utilities,1835000,Expense
2020-09-18,Client deposit platform.,Travel,10515600,Expense
2020-09-18,Package net adjustment discount fee order pending.,Utilities,4665200,Expense
2020-09-18,Between rate name within.,Travel,12356700,Expense
2020-09-18,Automatic internet phone transfer.,Investment,38489500,Income
2020-09-18,Direct grocery internet.,Health & Fitness,11132300,Expense
2020-09-18,Material net special.,Utilities,7246900,Expense
2020-09-18,Digital maintenance phone discount credit.,Health & Fitness,13272900,Expense
2020-09-18,Adjustment special monthly transfer special.,Travel,19898900,Expense
2020-09-18,Huge couple.,Salary,9351000,Income
2020-09-19,Taxi premium pending health market reward gym.,Food & Drink,1240100,Expense
2020-09-19,Online priority adjustment.,Investment,21899400,Income
2020-09-19,Savings management.,Investment,39345800,Income
2020-09-20,Travel vendor.,Utilities,3998700,Expense
2020-09-20,Special flight priority fee project fuel.,Entertainment,5260200,Expense
2020-09-20,Insurance premium insurance daily gross hotel bus.,Rent,9832600,Expense
2020-09-20,Interest fee total.,Health & Fitness,4829200,Expense
2020-09-20,Direct debit.,Utilities,3203600,Expense
2020-09-20,Shop bill special hospital daily gym deposit.,Health & Fitness,7569100,Expense
2020-09-21,Annual charge payment renewal parking.,Utilities,773900,Expense
2020-09-21,Online market delivery.,Salary,9730400,Income
2020-09-21,Investment deal balance fuel.,Entertainment,12776400,Expense
2020-09-22,Only spend do.,Salary,11440000,Income
2020-09-22,Network store flight purchase.,Entertainment,12297900,Expense
2020-09-22,Bus train train electricity service loan.,Entertainment,6713900,Expense
2020-09-22,Debit purchase standard taxi tools interest.,Salary,11964300,Income
2020-09-22,During call north attention.,Rent,5650700,Expense
2020-09-22,Begin deep police wife.,Travel,6513900,Expense
2020-09-22,System bonus household phone phone priority purchase.,Health & Fitness,13875500,Expense
2020-09-22,Hardware gross.,Food & Drink,4552500,Expense
2020-09-22,Support salary payment.,Food & Drink,2231100,Expense
2020-09-23,App household contract total household.,Investment,7957400,Income
2020-09-23,Restaurant personal tools vendor.,Entertainment,6972500,Expense
